&a / °	I1 / %
-3.429	15.4
-3.434	12.3
-3.440	9.6
-3.445	7.6
-3.450	6.6
-3.456	6.2
-3.461	6.3
-3.466	6.8
-3.472	8.0
-3.477	10.0
-3.482	13.2
-3.488	17.6
-3.493	20.4
-3.498	21.4
-3.504	22.3
-3.509	24.1
-3.514	24.8
-3.520	22.8
-3.525	19.9
-3.530	18.3
-3.536	17.2
-3.541	14.8
-3.546	11.6
-3.552	9.1
-3.557	7.4
-3.562	6.5
-3.568	6.1
-3.573	6.3
-3.578	7.0
-3.584	8.5
-3.589	10.9
-3.594	14.9
-3.600	18.8
-3.605	20.8
-3.610	21.4
-3.616	23.1
-3.621	24.9
-3.626	24.1
-3.632	21.1
-3.637	18.8
-3.642	17.2
-3.647	15.2
-3.653	12.0
-3.658	9.2
-3.663	7.4
-3.669	6.4
-3.674	6.0
-3.679	6.2
-3.685	6.9
-3.690	8.5
-3.695	11.1
-3.701	14.9
-3.706	18.6
-3.711	20.3
-3.717	21.1
-3.722	22.9
-3.727	24.4
-3.733	23.0
-3.738	20.0
-3.743	18.0
-3.749	16.4
-3.754	14.0
-3.759	10.8
-3.765	8.4
-3.770	6.8
-3.775	6.0
-3.781	6.0
-3.786	6.4
-3.791	7.6
-3.797	9.8
-3.802	13.2
-3.807	17.2
-3.813	19.5
-3.818	20.3
-3.823	21.6
-3.829	23.4
-3.834	22.8
-3.839	20.0
-3.844	17.6
-3.850	16.0
-3.855	13.6
-3.860	10.8
-3.866	8.4
-3.871	6.8
-3.876	6.1
-3.882	6.1
-3.887	6.5
-3.892	7.8
-3.898	10.0
-3.903	13.6
-3.908	17.2
-3.914	19.2
-3.919	19.9
-3.924	21.1
-3.930	21.6
-3.935	20.0
-3.940	17.6
-3.946	16.0
-3.951	14.8
-3.956	12.4
-3.962	9.6
-3.967	7.6
-3.972	6.4
-3.978	6.0
-3.983	6.3
-3.988	7.2
-3.994	8.8
-3.999	11.6
-4.004	15.4
-4.009	18.0
-4.015	19.2
-4.020	20.6
-4.025	22.0
-4.031	21.4
-4.036	19.0
-4.041	16.8
-4.047	15.2
-4.052	12.8
-4.057	10.0
-4.063	8.0
-4.068	6.8
-4.073	6.4
-4.079	6.4
-4.084	7.2
-4.089	8.8
-4.095	11.6
-4.100	14.8
-4.105	17.1
-4.111	18.2
-4.116	19.7
-4.121	20.8
-4.127	19.6
-4.132	17.6
-4.137	16.0
-4.143	14.4
-4.148	11.9
-4.153	9.2
-4.158	7.5
-4.164	6.5
-4.169	6.4
-4.174	6.8
-4.180	8.0
-4.185	10.3
-4.190	13.5
-4.196	16.4
-4.201	18.0
-4.206	18.8
-4.212	20.4
-4.217	20.4
-4.222	18.4
-4.228	16.4
-4.233	14.8
-4.238	12.4
-4.244	9.8
-4.249	7.7
-4.254	6.6
-4.260	6.3
-4.265	6.7
-4.270	7.9
-4.275	10.0
-4.281	12.9
-4.286	16.0
-4.291	17.6
-4.297	18.8
-4.302	20.0
-4.307	20.0
-4.313	18.2
-4.318	16.2
-4.323	14.4
-4.329	12.1
-4.334	9.6
-4.339	7.8
-4.345	6.8
-4.350	6.5
-4.355	6.9
-4.361	8.2
-4.366	10.3
-4.371	13.1
-4.377	15.6
-4.382	17.2
-4.387	18.7
-4.392	19.8
-4.398	19.1
-4.403	17.2
-4.408	15.2
-4.414	13.2
-4.419	10.8
-4.424	8.7
-4.430	7.2
-4.435	6.5
-4.440	6.5
-4.446	7.5
-4.451	9.4
-4.456	12.2
-4.462	15.0
-4.467	16.9
-4.472	18.0
-4.478	19.2
-4.483	18.9
-4.488	17.3
-4.493	15.3
-4.499	13.1
-4.504	10.7
-4.509	8.6
-4.515	7.0
-4.520	6.4
-4.525	6.8
-4.531	7.6
-4.536	9.2
-4.541	11.8
-4.547	14.4
-4.552	16.4
-4.557	17.5
-4.563	18.3
-4.568	18.0
-4.573	16.5
-4.578	14.8
-4.584	12.8
-4.589	10.5
-4.594	8.5
-4.600	7.1
-4.605	6.5
-4.610	6.8
-4.616	7.9
-4.621	9.6
-4.626	12.0
-4.632	14.4
-4.637	16.2
-4.642	17.3
-4.648	18.1
-4.653	17.4
-4.658	15.6
-4.663	13.6
-4.669	11.6
-4.674	9.4
-4.679	7.6
-4.685	6.5
-4.690	6.4
-4.695	6.8
-4.701	8.4
-4.706	10.4
-4.711	13.2
-4.717	15.2
-4.722	16.4
-4.727	17.2
-4.733	17.3
-4.738	16.0
-4.743	14.0
-4.748	12.0
-4.754	10.0
-4.759	8.0
-4.764	6.6
-4.770	6.0
-4.775	6.4
-4.780	7.6
-4.786	9.6
-4.791	12.0
-4.796	14.4
-4.802	15.7
-4.807	16.6
-4.812	16.6
-4.818	15.6
-4.823	13.9
-4.828	12.0
-4.833	10.0
-4.839	8.0
-4.844	6.4
-4.849	5.6
-4.855	6.0
-4.860	7.2
-4.865	9.2
-4.871	11.6
-4.876	13.7
-4.881	15.3
-4.887	16.1
-4.892	16.2
-4.897	15.2
-4.902	13.5
-4.908	11.5
-4.913	9.5
-4.918	7.5
-4.924	5.9
-4.929	5.2
-4.934	5.6
-4.940	6.8
-4.945	9.2
-4.950	11.6
-4.956	13.6
-4.961	15.0
-4.966	15.9
-4.971	15.5
-4.977	14.1
-4.982	12.4
-4.987	10.4
-4.993	8.4
-4.998	6.5
-5.003	5.3
-5.009	4.8
-5.014	5.5
-5.019	7.0
-5.025	9.3
-5.030	11.6
-5.035	13.2
-5.040	14.4
-5.046	14.9
-5.051	14.1
-5.056	12.5
-5.062	10.9
-5.067	8.8
-5.072	6.8
-5.078	5.3
-5.083	4.7
-5.088	4.7
-5.094	5.6
-5.099	7.6
-5.104	10.0
-5.109	11.6
-5.115	12.8
-5.120	13.6
-5.125	13.2
-5.131	12.0
-5.136	10.6
-5.141	8.8
-5.147	6.8
-5.152	5.2
-5.157	4.4
-5.162	4.3
-5.168	5.0
-5.173	6.2
-5.178	8.0
-5.184	9.6
-5.189	10.8
-5.194	12.0
-5.200	12.0
-5.205	10.9
-5.210	9.6
-5.216	8.0
-5.221	6.4
-5.226	4.9
-5.231	4.1
-5.237	3.9
-5.242	4.1
-5.247	5.2
-5.253	6.8
-5.258	8.4
-5.263	9.5
-5.269	10.0
-5.274	10.0
-5.279	9.2
-5.284	8.1
-5.290	6.9
-5.295	5.6
-5.300	4.4
-5.306	3.6
-5.311	3.3
-5.316	3.6
-5.322	4.4
-5.327	5.6
-5.332	6.7
-5.337	7.5
-5.343	7.9
-5.348	7.8
-5.353	7.2
-5.359	6.4
-5.364	5.2
-5.369	4.4
-5.375	3.6
-5.380	3.1
-5.385	2.8
-5.390	3.2
-5.396	3.6
-5.401	4.4
-5.406	5.2
-5.412	5.6
-5.417	5.9
-5.422	5.7
-5.428	5.2
-5.433	4.4
-5.438	3.6
-5.443	3.1
-5.449	2.4
-5.454	2.2
