&a / °	I1 / %
-3.429	17.7
-3.434	15.9
-3.440	13.1
-3.445	10.6
-3.450	8.9
-3.456	8.1
-3.461	8.1
-3.466	8.8
-3.472	10.4
-3.477	13.6
-3.482	18.0
-3.488	20.7
-3.493	20.9
-3.498	20.9
-3.504	22.1
-3.509	24.7
-3.514	25.6
-3.520	23.6
-3.525	20.3
-3.530	18.3
-3.536	17.6
-3.541	17.2
-3.546	15.2
-3.552	12.4
-3.557	10.0
-3.562	8.4
-3.568	7.9
-3.573	8.0
-3.578	9.2
-3.584	11.6
-3.589	15.5
-3.594	19.3
-3.600	20.6
-3.605	20.5
-3.610	21.1
-3.616	23.5
-3.621	25.9
-3.626	25.1
-3.632	21.7
-3.637	18.8
-3.642	17.6
-3.647	17.2
-3.653	15.5
-3.658	12.7
-3.663	10.1
-3.669	8.4
-3.674	7.7
-3.679	8.0
-3.685	9.2
-3.690	11.6
-3.695	15.4
-3.701	19.1
-3.706	20.1
-3.711	20.1
-3.717	20.9
-3.722	23.5
-3.727	25.3
-3.733	23.7
-3.738	20.4
-3.743	18.0
-3.749	17.2
-3.754	16.4
-3.759	14.3
-3.765	11.6
-3.770	9.3
-3.775	8.1
-3.781	7.7
-3.786	8.4
-3.791	10.3
-3.797	13.6
-3.802	17.4
-3.807	19.5
-3.813	19.6
-3.818	20.0
-3.823	22.0
-3.829	24.3
-3.834	23.6
-3.839	20.7
-3.844	17.9
-3.850	16.7
-3.855	15.9
-3.860	14.0
-3.866	11.6
-3.871	9.4
-3.876	8.2
-3.882	7.8
-3.887	8.6
-3.892	10.5
-3.898	13.8
-3.903	17.4
-3.908	19.0
-3.914	19.2
-3.919	19.9
-3.924	21.6
-3.930	22.4
-3.935	20.8
-3.940	18.0
-3.946	16.4
-3.951	16.0
-3.956	15.1
-3.962	12.7
-3.967	10.3
-3.972	8.6
-3.978	7.9
-3.983	8.0
-3.988	9.3
-3.994	12.0
-3.999	15.6
-4.004	18.1
-4.009	18.7
-4.015	19.2
-4.020	21.2
-4.025	23.1
-4.031	22.3
-4.036	19.5
-4.041	17.2
-4.047	16.2
-4.052	15.1
-4.057	12.8
-4.063	10.4
-4.068	8.8
-4.073	8.0
-4.079	8.1
-4.084	9.5
-4.089	12.1
-4.095	15.2
-4.100	17.2
-4.105	17.6
-4.111	18.4
-4.116	20.4
-4.121	21.6
-4.127	20.4
-4.132	18.1
-4.137	16.5
-4.143	15.6
-4.148	14.3
-4.153	11.9
-4.158	9.6
-4.164	8.4
-4.169	8.0
-4.174	8.8
-4.180	10.8
-4.185	13.6
-4.190	16.5
-4.196	17.7
-4.201	18.2
-4.206	19.3
-4.212	21.0
-4.217	21.0
-4.222	19.0
-4.228	16.8
-4.233	15.6
-4.238	14.4
-4.244	12.4
-4.249	10.0
-4.254	8.4
-4.260	8.0
-4.265	8.6
-4.270	10.3
-4.275	13.1
-4.281	16.0
-4.286	17.6
-4.291	18.0
-4.297	19.2
-4.302	20.8
-4.307	20.8
-4.313	18.8
-4.318	16.8
-4.323	15.4
-4.329	14.2
-4.334	12.1
-4.339	10.1
-4.345	8.7
-4.350	8.4
-4.355	9.1
-4.361	10.8
-4.366	13.3
-4.371	15.6
-4.377	16.8
-4.382	17.7
-4.387	19.3
-4.392	20.5
-4.398	19.7
-4.403	17.6
-4.408	15.6
-4.414	14.4
-4.419	12.9
-4.424	10.9
-4.430	9.2
-4.435	8.4
-4.440	8.5
-4.446	9.8
-4.451	12.2
-4.456	14.9
-4.462	16.8
-4.467	17.6
-4.472	18.5
-4.478	19.7
-4.483	19.6
-4.488	18.0
-4.493	16.0
-4.499	14.3
-4.504	12.4
-4.509	10.7
-4.515	9.0
-4.520	8.2
-4.525	8.5
-4.531	9.6
-4.536	11.8
-4.541	14.4
-4.547	16.3
-4.552	17.2
-4.557	18.0
-4.563	18.8
-4.568	18.7
-4.573	17.1
-4.578	15.2
-4.584	14.0
-4.589	12.4
-4.594	10.7
-4.600	9.1
-4.605	8.4
-4.610	8.7
-4.616	9.9
-4.621	12.1
-4.626	14.5
-4.632	16.1
-4.637	17.0
-4.642	17.9
-4.648	18.7
-4.653	18.0
-4.658	16.2
-4.663	14.3
-4.669	12.8
-4.674	11.2
-4.679	9.6
-4.685	8.4
-4.690	8.1
-4.695	8.9
-4.701	10.6
-4.706	13.0
-4.711	15.0
-4.717	16.3
-4.722	17.1
-4.727	17.9
-4.733	18.0
-4.738	16.7
-4.743	14.7
-4.748	13.1
-4.754	11.6
-4.759	9.9
-4.764	8.4
-4.770	7.8
-4.775	8.4
-4.780	10.0
-4.786	12.0
-4.791	14.0
-4.796	15.6
-4.802	16.7
-4.807	17.2
-4.812	17.2
-4.818	16.4
-4.823	14.6
-4.828	13.0
-4.833	11.4
-4.839	9.8
-4.844	8.2
-4.849	7.5
-4.855	7.9
-4.860	9.3
-4.865	11.5
-4.871	13.6
-4.876	15.1
-4.881	16.1
-4.887	16.7
-4.892	16.6
-4.897	15.6
-4.902	14.0
-4.908	12.4
-4.913	10.8
-4.918	9.2
-4.924	7.6
-4.929	6.8
-4.934	7.5
-4.940	9.1
-4.945	11.4
-4.950	13.3
-4.956	14.6
-4.961	15.6
-4.966	16.4
-4.971	16.0
-4.977	14.6
-4.982	13.0
-4.987	11.6
-4.993	9.8
-4.998	8.1
-5.003	6.9
-5.009	6.6
-5.014	7.4
-5.019	9.3
-5.025	11.4
-5.030	12.9
-5.035	13.8
-5.040	15.0
-5.046	15.4
-5.051	14.4
-5.056	12.8
-5.062	11.6
-5.067	10.2
-5.072	8.4
-5.078	6.8
-5.083	6.1
-5.088	6.4
-5.094	7.6
-5.099	9.6
-5.104	11.4
-5.109	12.3
-5.115	13.2
-5.120	14.0
-5.125	13.7
-5.131	12.1
-5.136	10.8
-5.141	9.7
-5.147	8.3
-5.152	6.7
-5.157	5.8
-5.162	5.7
-5.168	6.5
-5.173	8.1
-5.178	9.6
-5.184	10.5
-5.189	11.2
-5.194	12.2
-5.200	12.3
-5.205	11.2
-5.210	10.0
-5.216	8.8
-5.221	7.6
-5.226	6.2
-5.231	5.2
-5.237	4.9
-5.242	5.6
-5.247	6.8
-5.253	8.2
-5.258	9.1
-5.263	9.6
-5.269	10.0
-5.274	10.2
-5.279	9.4
-5.284	8.4
-5.290	7.6
-5.295	6.6
-5.300	5.4
-5.306	4.7
-5.311	4.4
-5.316	4.8
-5.322	5.6
-5.327	6.4
-5.332	7.2
-5.337	7.6
-5.343	8.0
-5.348	8.0
-5.353	7.2
-5.359	6.4
-5.364	5.6
-5.369	4.8
-5.375	4.0
-5.380	3.6
-5.385	3.6
-5.390	4.0
-5.396	4.4
-5.401	4.9
-5.406	5.3
-5.412	5.7
-5.417	5.7
-5.422	5.6
-5.428	5.2
-5.433	4.7
-5.438	4.2
-5.443	3.6
-5.449	3.2
-5.454	2.8
